552.30000000000,030000000000,Assessoria Jurídico-Legislativa,SES/AJL
552.030200000000,030300000000,Núcleo de Conciliação e Desjudicialização,SES/AJL/NCONCILIA
552.030300000000,030200000000,Núcleo do Consultivo,SES/AJL/NCONS
