552.30000000000,030000000000,Assessoria Jurídico-Legislativa,SES/AJL
552.0303,30200000000,Núcleo do Consultivo,SES/AJL/NCONS
552.0302,30300000000,Núcleo de Conciliação e Desjudicialização,SES/AJL/NCONCILIA
